,,,acc_0,f1_0,gmean_0,BA_0,MCC_0,AP_0,acc_1,f1_1,gmean_1,BA_1,MCC_1,AP_1,acc_2,f1_2,gmean_2,BA_2,MCC_2,AP_2,acc_3,f1_3,gmean_3,BA_3,MCC_3,AP_3,acc_4,f1_4,gmean_4,BA_4,MCC_4,AP_4,acc_5,f1_5,gmean_5,BA_5,MCC_5,AP_5,acc_6,f1_6,gmean_6,BA_6,MCC_6,AP_6,acc_7,f1_7,gmean_7,BA_7,MCC_7,AP_7,acc_8,f1_8,gmean_8,BA_8,MCC_8,AP_8,acc_9,f1_9,gmean_9,BA_9,MCC_9,AP_9,avg_acc,avg_f1,avg_gmean,avg_BA,avg_MCC,avg_AP
GBTClassifier,GlobalCS,3mocniej-cut,0.6491666666666667,0.5355946151137629,0.5730253872707548,0.5994047619047619,0.3944442782810872,0.5481341799899888,0.6483333333333333,0.5557278840426425,0.62353315889743,0.6275793650793651,0.40077238886169386,0.569094931096282,0.6391666666666667,0.5407506933061886,0.5991367994691981,0.6097222222222223,0.38900774396118987,0.5488089023914535,0.635,0.5282073630031879,0.574222359834075,0.5990079365079366,0.3879676269115696,0.5367212146044106,0.6183333333333334,0.518405176097944,0.5722329327004785,0.5819444444444445,0.3609196519473643,0.5228884647484895,0.6183333333333334,0.5284904937798068,0.5966044556187591,0.6095238095238095,0.3762764826519672,0.529051429020566,0.6425,0.5518752047829609,0.6164982209487212,0.6255952380952381,0.3981771119067987,0.5512191342170498,0.6408333333333334,0.5396916690365325,0.6042054384147174,0.6186507936507937,0.3883398713341934,0.5549724417108859,0.6441666666666667,0.5466885656592309,0.6027411714908704,0.614484126984127,0.3968926816003906,0.5369947038171701,0.6425000000000001,0.5519675298589859,0.6243676511172023,0.6357142857142857,0.39906825548223895,0.5507023062744685,0.6378333333333334,0.5397399194681244,0.5986567575762207,0.6121626984126985,0.3891866092938494,0.5448587707870765
XGBoostWrapper,GlobalCS,3mocniej-cut,0.6991666666666666,0.6030879374122412,0.6598508826853107,0.6623015873015874,0.45523084452473095,0.5971303735486284,0.7033333333333334,0.6005166487953505,0.6490171886033312,0.6537698412698412,0.45572025380965087,0.5883516035904595,0.6958333333333333,0.589205617332129,0.6351053254117052,0.6420634920634921,0.44660440924112466,0.5875565839934491,0.6924999999999999,0.5922405468640064,0.6477655201499894,0.6503968253968253,0.44514306335600845,0.5799004381277821,0.7058333333333333,0.6007513074161273,0.642837447156725,0.6533730158730159,0.4590382744762998,0.5837569251285066,0.6958333333333334,0.5907075861209199,0.636548753194675,0.6460317460317461,0.4478881060125529,0.5882010315687219,0.7058333333333333,0.602766123318537,0.6493961504919851,0.653968253968254,0.45602967150341484,0.6012879466268947,0.7008333333333334,0.6000267809439177,0.6494379505760216,0.6535714285714286,0.4501911886245596,0.5879981347462098,0.6933333333333334,0.5918976180616532,0.6415573796865606,0.6450396825396825,0.4396203273726794,0.5920298363704841,0.6991666666666666,0.5949215081081239,0.6389531852492955,0.6490079365079365,0.44887792122048886,0.6015499295863355,0.6991666666666667,0.5966121674373006,0.64504697832056,0.6509523809523808,0.450434406014151,0.5907762803287471
GBTClassifier,StaticSMOTE,3mocniej-cut,0.685,0.5443110056265706,0.5550297378793712,0.5829365079365079,0.3813143969557681,0.5611101830176579,0.6841666666666667,0.5459551861961265,0.5585450734903545,0.5821428571428571,0.3760771204182074,0.5501266578934435,0.6975,0.5723565372252313,0.5925473587549192,0.6115079365079364,0.4054653837981633,0.5387821769953048,0.6975,0.5738021592475541,0.5915502842314645,0.6069444444444444,0.4098241081331869,0.5680923630234888,0.6683333333333333,0.5355236808652863,0.549357735031189,0.5837301587301587,0.35930513916655055,0.5495556325520573,0.7008333333333333,0.5836846945909646,0.6099887359654559,0.6234126984126984,0.42007085178975956,0.5588492899568562,0.7049999999999998,0.5680076354222207,0.5678921218765721,0.5926587301587302,0.38758142991753725,0.5520414656503204,0.71,0.5732543640728279,0.5747880714090305,0.6023809523809525,0.4090504779243632,0.555105157077485,0.7,0.5608522951240477,0.5681345134679981,0.5948412698412698,0.4001552968479862,0.5579659998964334,0.6941666666666666,0.5568132799980102,0.5663841995282461,0.5878968253968254,0.3920100051229761,0.5382749273229168,0.69425,0.5614560838368841,0.5734217831634603,0.596845238095238,0.39408542100744987,0.5529903853385963
XGBoostWrapper,StaticSMOTE,3mocniej-cut,0.7275,0.6011586553072734,0.6169502008544523,0.633531746031746,0.45945171149940667,0.5950107705992049,0.7308333333333333,0.6041439060681032,0.6173453163794338,0.6325396825396825,0.4627452362268656,0.6255477397091258,0.7358333333333335,0.6038587567455548,0.614316466818344,0.6317460317460317,0.4680688174163574,0.6106645789684372,0.7291666666666666,0.6040332730374464,0.6207750194800922,0.6347222222222223,0.45746641527877074,0.6077595968156898,0.7316666666666667,0.5982304827526681,0.605915810855738,0.6240079365079364,0.4570304857757065,0.5967200267579126,0.7300000000000001,0.6042167633575269,0.6145320062445029,0.6311507936507936,0.4562615034069342,0.6070635054695914,0.7275,0.5969139124510169,0.609916353424316,0.6281746031746032,0.44829935231595786,0.5970464030236441,0.7308333333333332,0.6147214785160794,0.6415414995154789,0.6513888888888889,0.4670788333741842,0.633233111469714,0.7391666666666667,0.6225966390426957,0.6465977450650945,0.6591269841269841,0.4822445766965746,0.6195987885129496,0.7333333333333334,0.6110369051596741,0.632946013542437,0.6452380952380953,0.47161432311498197,0.6176652189537898,0.7315833333333334,0.6060910772438038,0.6220836432179889,0.6371626984126985,0.4630261255105739,0.611030974028006
GBTClassifier,SMOTE,3mocniej-cut,0.6316666666666666,0.5425085446315294,0.6061983196618916,0.6212301587301587,0.3826530274661882,0.5467137858050883,0.6558333333333333,0.5524635508946342,0.6014821361715036,0.6138888888888888,0.3869444654121469,0.5374267424438769,0.6383333333333334,0.5481352560442654,0.6168864496932976,0.6287698412698413,0.38831929253623737,0.5572616958751635,0.6258333333333332,0.537710519095558,0.606666190080855,0.6117063492063493,0.36193091535086397,0.5354410765373112,0.6291666666666667,0.5339396426957842,0.5960594560047031,0.6037698412698413,0.3692290084386961,0.5358560824047411,0.6558333333333333,0.560314096569211,0.622106454783711,0.630952380952381,0.4003664871732136,0.5434349137414406,0.6166666666666667,0.5245956873624765,0.584922721784783,0.613095238095238,0.38875872527894717,0.5472337593604732,0.6308333333333334,0.5422990755296346,0.6136513733538072,0.6186507936507936,0.38224803871489954,0.5502428155149555,0.6358333333333335,0.5340527805947773,0.5933560077970588,0.6081349206349206,0.37736319329613843,0.5271339018681788,0.63,0.5192290296776665,0.5462195183969824,0.5688492063492063,0.3421194184847277,0.5198012141217998,0.635,0.5395248183095538,0.5987548627728593,0.611904761904762,0.37799325721520594,0.5400545987673028
XGBoostWrapper,SMOTE,3mocniej-cut,0.6958333333333332,0.5822491067662497,0.621278647684746,0.631547619047619,0.4357471100916797,0.6021990349365248,0.6941666666666666,0.5880520892664773,0.6338887889608175,0.6394841269841269,0.43558392908584576,0.5993598108153384,0.6925000000000001,0.5863860249554029,0.634070717860138,0.6398809523809523,0.43714396575897274,0.6050227444084121,0.6983333333333334,0.5986075928565331,0.648482258424588,0.6519841269841271,0.4486795367501039,0.5999509732788237,0.7108333333333334,0.6069734868993256,0.6554528075526196,0.661904761904762,0.46590846541554287,0.603063582746287,0.7008333333333333,0.5983380384431628,0.6472278833474983,0.6537698412698413,0.45068858731632905,0.602105712806657,0.6966666666666667,0.5927298983893544,0.6400781590356767,0.6450396825396825,0.4432468946637945,0.6071386691378295,0.6983333333333333,0.6017278697348585,0.6540849247418017,0.6595238095238095,0.4581241217814272,0.6090794415530774,0.6991666666666666,0.5922722257752575,0.6394018135050386,0.6458333333333334,0.4461509246202624,0.6100700831450937,0.705,0.5991032136541249,0.6446725641587323,0.6519841269841269,0.4545079929322447,0.6048352513788225,0.6991666666666667,0.5946439546740747,0.6418638565271657,0.6480952380952381,0.4475781528416203,0.6042825304206867
GBTClassifier,ClusterCentroids,3mocniej-cut,0.5391666666666667,0.4674974289530107,0.5451393124537929,0.5660714285714286,0.2820521521200872,0.4775787044134451,0.5625,0.47866151782866667,0.5421070297539545,0.5817460317460318,0.32557019395884756,0.48323588319015,0.5791666666666666,0.5015479044039453,0.5799081500420973,0.6021825396825397,0.3320983088645854,0.49089139425313083,0.5308333333333335,0.4475138056966566,0.5037575850317125,0.5521825396825397,0.2775141704261439,0.4723020314872116,0.4916666666666667,0.42081319889404245,0.48772890175006456,0.5255952380952381,0.24602651616749993,0.47754457069170736,0.5075,0.4473266378213504,0.5282616339468157,0.5521825396825396,0.27323021216645016,0.48243775931435956,0.6016666666666667,0.5162565986703763,0.5904528332193386,0.6061507936507937,0.341211739337751,0.5062032388096248,0.5208333333333334,0.44469212185865226,0.5039046006393092,0.5480158730158731,0.27054332084363486,0.4750259155473123,0.5491666666666667,0.46542337659064215,0.523890865390643,0.5503968253968254,0.28501716599813137,0.48429867508246255,0.45,0.39999716898883025,0.47091547272725076,0.506547619047619,0.19831138946915253,0.46909748637861065,0.53325,0.45897297597061726,0.5276066384954979,0.5591071428571428,0.2831575169352284,0.48186156591680146
XGBoostWrapper,ClusterCentroids,3mocniej-cut,0.6716666666666666,0.5823741937193495,0.6481528185618307,0.65,0.4239674614192065,0.5562580719404295,0.6600000000000001,0.5746793457995825,0.6448782355344785,0.6472222222222223,0.4105639333805481,0.5714206696374584,0.6758333333333333,0.5851552281771635,0.6543745277510458,0.6567460317460319,0.4360107856142606,0.5594909950955954,0.6783333333333333,0.5897699958517221,0.661483005292905,0.6636904761904762,0.4443962939230429,0.5732843309094701,0.6566666666666666,0.5719066318182462,0.6430423469916393,0.6452380952380952,0.41469613295978364,0.5778757318410055,0.6625,0.5708293326005298,0.6351978753698478,0.638095238095238,0.41314809892708376,0.5498439998471746,0.6716666666666666,0.5844150066179722,0.6552385232107223,0.6585317460317459,0.4301894867703913,0.5700000540974662,0.66,0.5681393219695042,0.6320206669033932,0.6367063492063492,0.4104276016490326,0.5539757526453964,0.6491666666666667,0.5597873211151045,0.6284500684393101,0.6317460317460317,0.3960639649301113,0.5458813007260587,0.6716666666666666,0.5664563495194754,0.6207288889984486,0.6263888888888889,0.4182361897141881,0.5676786423831806,0.66575,0.575351272718865,0.6423566957053622,0.645436507936508,0.4197699949287649,0.5625709549123236
GBTClassifier,SOUP,3mocniej-cut,0.5791666666666667,0.4918675036399273,0.5417125755249639,0.5640873015873016,0.3252465180189116,0.5112126789434075,0.6066666666666667,0.5215561330582446,0.5876228858950838,0.595436507936508,0.36358177410080367,0.5222369476914186,0.6058333333333334,0.5198393844072002,0.5765844049099325,0.599404761904762,0.3747245093920742,0.5211729994114175,0.6108333333333333,0.5234506256176789,0.5795473857626432,0.5962301587301588,0.3824903967157793,0.5355636686258811,0.5974999999999999,0.5201912242590155,0.5907410729931101,0.6075396825396826,0.3613623358789707,0.542905362407486,0.6116666666666666,0.5096321646942561,0.5385937712360064,0.5755952380952382,0.3722524014512508,0.5178864375737607,0.6275000000000001,0.5432654245729728,0.6118987419006215,0.6206349206349207,0.3875949797277528,0.5341920817658907,0.6,0.5032503673392961,0.537779215283568,0.5801587301587301,0.36787365848558207,0.5194056923455743,0.6241666666666668,0.531276654476787,0.5800306490073477,0.6061507936507937,0.3912739417234792,0.5338507437087119,0.6241666666666668,0.5324143939573507,0.5874884662424253,0.6071428571428572,0.3862390484213681,0.5358760307340158,0.60875,0.5196743876022729,0.5731999168755704,0.5952380952380952,0.37126395639159726,0.5274302643207565
XGBoostWrapper,SOUP,3mocniej-cut,0.6441666666666667,0.556652910484831,0.6291830330543683,0.6325396825396825,0.4073743298666603,0.5893722132619778,0.6500000000000001,0.5678958830086251,0.6477888152634088,0.6507936507936507,0.4159010184110382,0.5829198263928876,0.6516666666666667,0.5658138598255488,0.6411240411893594,0.6438492063492063,0.4123189440493917,0.583739235613173,0.6625,0.5776658388800064,0.653274960102246,0.6579365079365078,0.4344378726192003,0.5879252929713229,0.6558333333333333,0.5741362569992218,0.6507102166063177,0.6533730158730159,0.4224889288623939,0.5740366668162908,0.6575,0.5756414026961005,0.6565520408551463,0.6609126984126984,0.43392083481987676,0.5781757352897617,0.6649999999999998,0.5839936325999633,0.6627051539745242,0.6636904761904762,0.43261529326473613,0.5963338736303416,0.6575,0.5712434913051954,0.6444897515329392,0.6468253968253967,0.42136959927719975,0.5951261327592279,0.6591666666666667,0.5714198395192989,0.6443697272139686,0.6482142857142857,0.4250701002324469,0.5938955709505107,0.6616666666666667,0.5812620720420332,0.6586188640045754,0.661904761904762,0.4308977596353071,0.5887866404145965,0.6565000000000001,0.5725725187360824,0.6488816603796852,0.6520039682539682,0.42363946810382513,0.587031118810009
GBTClassifier,MDO,3mocniej-cut,0.5958333333333333,0.3281147630963603,0.13493408407222512,0.41230158730158734,0.06676765133131798,0.43492170999478397,0.5958333333333334,0.3273002849309684,0.13284641522639445,0.4003968253968254,0.053577065522778765,0.4196658652143115,0.5641666666666666,0.28332387862299335,0.10846532153084629,0.36626984126984125,-0.0018992175855863686,0.4010810227185019,0.5191666666666667,0.31765817785396694,0.15665736167658356,0.41865079365079366,0.05306019957092324,0.41381679873318317,0.5549999999999999,0.33505420807839176,0.15851850341672252,0.42857142857142855,0.07129922741062188,0.42711618095690157,0.5475000000000001,0.3015586222419368,0.1316645380622039,0.3940476190476191,0.030275101822998963,0.43175939207218317,0.5141666666666667,0.31455657069579623,0.15627821346182777,0.4162698412698413,0.043904934755035284,0.40552399141883866,0.5491666666666667,0.32649298395967974,0.15510660187652098,0.42103174603174603,0.05892943515922665,0.41519435565285273,0.5808333333333333,0.3395567676642319,0.15118314971617472,0.4146825396825397,0.07505848489434178,0.4260567870593677,0.48250000000000004,0.29865837243314586,0.15441863892529764,0.405952380952381,0.01727797933568876,0.39592198248516663,0.5504166666666668,0.31722746295774706,0.1440072827964797,0.40781746031746036,0.04682508622173469,0.41710580863060914
XGBoostWrapper,MDO,3mocniej-cut,0.7549999999999999,0.615120847851198,0.6013752020125762,0.6259920634920635,0.4713657265003336,0.6363070515708734,0.76,0.6278269671839272,0.6115103761047233,0.636904761904762,0.48396040322732903,0.6476714320511284,0.7641666666666668,0.6263972622740165,0.6078209748575898,0.6325396825396825,0.48646283790986045,0.6415792711397373,0.7641666666666667,0.6335149413099613,0.6259785054516802,0.6484126984126984,0.494388238388042,0.6390268718063854,0.76,0.6258358214071043,0.6125140913298033,0.6351190476190476,0.4783095822414534,0.6349084115984363,0.7575,0.6194151175029964,0.604472534026504,0.6281746031746032,0.47688712240232733,0.6304582975425589,0.76,0.6231662986913642,0.6092771540144882,0.6341269841269841,0.48103601820274494,0.6350138973717725,0.7649999999999999,0.6319591846066264,0.6205684513119464,0.6424603174603174,0.4925442860779345,0.6525831483487429,0.76,0.6212583569493298,0.6009885668593304,0.6285714285714286,0.48303844452599254,0.6319996942948612,0.7558333333333334,0.6114027823075656,0.5913323797100963,0.6180555555555556,0.46616027649650676,0.6410205555965944,0.7601666666666667,0.623589758008409,0.6085838235678739,0.6330357142857143,0.48141529359725255,0.6390568631321091
GBTClassifier,default,4delikatne-bezover-cut,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5504243210175696,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5499362591825473,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5505734758064099,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5507012978952615,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5592710600873226,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.551719695922752,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5523627923591429,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5523455036125122,0.6966666666666667,0.31259953612894786,0.07505906188675503,0.3783730158730158,0.08106434833777776,0.5513475266388912,0.7,0.2745098039215686,0.046415888336127795,0.3333333333333333,0.0,0.5613903845246954,0.6996666666666667,0.2783187771423065,0.04928020569119052,0.3378373015873016,0.008106434833777775,0.5530072317047104
XGBoostWrapper,default,4delikatne-bezover-cut,0.8791666666666667,0.8303774589125285,0.8260540933370336,0.8323412698412698,0.7389956644275771,0.8139403019652096,0.8725000000000002,0.8170165187539962,0.8086409561352912,0.8162698412698413,0.7256722410602678,0.8338047699045541,0.8816666666666666,0.8305990849101181,0.8230340759565825,0.8279761904761905,0.7439911871819813,0.8290694326506225,0.8800000000000001,0.8302642044609729,0.825642458808933,0.8299603174603174,0.7407231354428543,0.8261954543964775,0.8658333333333333,0.8127072864725621,0.8054989438569923,0.8105158730158729,0.7104280894845069,0.8233131115616834,0.8825,0.8338619620723234,0.8327077945044504,0.8369047619047618,0.7476567904930602,0.8239659621021884,0.875,0.8253104246501455,0.8231818953122094,0.8269841269841269,0.7305423410487466,0.8383475650675253,0.8758333333333332,0.8216788424437007,0.8154136013109305,0.8226190476190476,0.7313835502813764,0.8281423190563819,0.8791666666666667,0.8293914000568131,0.8202410581944299,0.8261904761904763,0.73874100067242,0.8315488961371738,0.8758333333333332,0.8252308987660453,0.8156137445618586,0.8216269841269842,0.7315225611146309,0.8374918305352882,0.87675,0.8256438081499204,0.8196028621978713,0.8251388888888889,0.7339656561207423,0.8285819643377105
GBTClassifier,GlobalCS,4delikatne-bezover-cut,0.7016666666666667,0.6701121403345367,0.7964254012043467,0.8182539682539682,0.5694127018366961,0.794498445890455,0.6916666666666667,0.6623348114761041,0.8076563517315816,0.8303571428571429,0.5723535733685146,0.8154451292998139,0.6958333333333333,0.6705071780664643,0.8024155238235184,0.8251984126984127,0.5825360111034803,0.7741402330256553,0.7541666666666667,0.7079841348367724,0.8131457236959119,0.8198412698412699,0.600677734223236,0.7511483008609035,0.7191666666666666,0.6847092051057392,0.8112800616614081,0.8269841269841269,0.5950150088237358,0.7494160277259609,0.7391666666666665,0.7026770937932258,0.8378080695563508,0.8511904761904763,0.6123731446528426,0.8266167306625858,0.695,0.6591199575413056,0.7937342045421668,0.8138888888888889,0.5660573581884318,0.7973341899431571,0.7283333333333333,0.6918624012491661,0.8163246964223992,0.8339285714285716,0.5976511521854735,0.8392081776761566,0.7041666666666667,0.6696388720595615,0.7952644365790497,0.8130952380952381,0.5632867144414136,0.7758028503742036,0.7008333333333334,0.668753557181142,0.8071118195818381,0.8295634920634921,0.5777861734851264,0.8237311080881768,0.713,0.6787699351644016,0.808116628879857,0.8262301587301588,0.583714957230895,0.7947341193547068
XGBoostWrapper,GlobalCS,4delikatne-bezover-cut,0.8683333333333334,0.8312163222204726,0.9006419438383737,0.902579365079365,0.7569257009619696,0.8643296825118689,0.8641666666666665,0.8215741928562925,0.879408213714316,0.8813492063492063,0.7419617605335245,0.8556037352437633,0.8666666666666668,0.8215939032153639,0.8740275327940885,0.8753968253968255,0.7428770010482099,0.8577861402731202,0.865,0.8224292880675168,0.8817716118354081,0.8833333333333334,0.7451397784594587,0.8497487759600432,0.8666666666666668,0.8254867607314228,0.887313544356339,0.888888888888889,0.7493078701932896,0.8478704609703062,0.8633333333333333,0.819792020102121,0.8729234561096695,0.8751984126984127,0.7377566807079072,0.8529211712846824,0.8691666666666666,0.8269762461149142,0.8829466612413934,0.884920634920635,0.7522258362787706,0.865115723229237,0.8658333333333333,0.8266069959438994,0.8888636361323314,0.8912698412698413,0.7490735259858028,0.8557578199679676,0.8666666666666666,0.8276269062766479,0.8927224399832113,0.8940476190476192,0.7509777343228691,0.8618768116136781,0.8600000000000001,0.8163570869912101,0.876064161949795,0.8773809523809524,0.733525276602106,0.8556131409855879,0.8655833333333334,0.8239659722519861,0.8836683201954927,0.885436507936508,0.7459771165093908,0.8566623462040255
GBTClassifier,StaticSMOTE,4delikatne-bezover-cut,0.8158333333333333,0.7572917525796953,0.8044102072908936,0.8089285714285716,0.6483259395162564,0.7732985163492178,0.8283333333333334,0.7817564479431404,0.843632803171326,0.8474206349206348,0.6823600856825198,0.8302135231131367,0.8283333333333334,0.7749629439772766,0.8231862965608052,0.8277777777777777,0.6699182953725058,0.8240015660180038,0.8208333333333332,0.7738453477471166,0.8394690269203224,0.8418650793650793,0.6727210985390197,0.8105079302454559,0.8149999999999998,0.7652670929652927,0.8322779037658903,0.8375,0.6689142859149289,0.8156696149051141,0.8324999999999999,0.7919800509366443,0.8619860616222565,0.8634920634920634,0.6915777768555283,0.8073610904537963,0.805,0.762023117584596,0.8458987186611251,0.8501984126984127,0.6605366184287073,0.8066718274013231,0.8283333333333334,0.7766887454266298,0.8227913286987061,0.8267857142857142,0.6717666341079903,0.8125226345900367,0.8375,0.7932118302593903,0.8588956715234041,0.8623015873015873,0.7019499214559098,0.8093325221528751,0.8191666666666666,0.7694138729414837,0.8366279138959218,0.8392857142857142,0.6691616113774912,0.7972204957002926,0.8230833333333333,0.7746441202361266,0.8369175932110652,0.8405555555555555,0.6737232267250859,0.8086799720929252
XGBoostWrapper,StaticSMOTE,4delikatne-bezover-cut,0.8716666666666667,0.8311394066006516,0.8783729762688839,0.8793650793650795,0.747978990059752,0.8412398768340751,0.8666666666666666,0.8228459596969255,0.8664298691097405,0.8682539682539682,0.735941689379637,0.8376928585316892,0.8700000000000001,0.8242097552787335,0.8663418948413201,0.8682539682539682,0.7431358353237569,0.8602888048426067,0.8733333333333334,0.8291950343508709,0.871624742807002,0.8726190476190476,0.7493960236356283,0.84619674695846,0.8675,0.8231775615042476,0.8679701209547321,0.86984126984127,0.7398242346513036,0.8460527452007222,0.8658333333333333,0.8231005076708229,0.8684681280032148,0.8698412698412697,0.735485466768386,0.8381253810606001,0.8633333333333333,0.8199030993608643,0.8631264090408184,0.8642857142857142,0.7288779143621525,0.8562073771890345,0.8633333333333333,0.8181542502117702,0.8586128242203321,0.860515873015873,0.7283273492170153,0.8322696331473487,0.8675,0.8217219494187809,0.8644873159322064,0.866468253968254,0.738348300098477,0.8620971371192064,0.8708333333333333,0.827047696074445,0.8682082679652211,0.8708333333333333,0.743724538839798,0.8395745229439278,0.868,0.8240495220168113,0.8673642549143471,0.8690277777777778,0.7391040342335906,0.845974508382767
GBTClassifier,SMOTE,4delikatne-bezover-cut,0.6783333333333333,0.6544627596266748,0.7984430939040921,0.8216269841269842,0.5527395776920706,0.799690246875363,0.6683333333333333,0.6401187362219568,0.7863473655958751,0.8142857142857143,0.5488556782670854,0.7879666562783062,0.6941666666666666,0.6654647896798448,0.8122159140327504,0.8373015873015873,0.5809206460255235,0.8427382781603429,0.6808333333333333,0.6490145116549321,0.7906556640821488,0.8134920634920636,0.5556408181983492,0.8183606193692853,0.7074999999999999,0.6748545514961755,0.8120860790843617,0.8297619047619047,0.5827325831807253,0.7925304921610471,0.7358333333333333,0.7053357833127216,0.837794970700082,0.8555555555555557,0.6161824032688727,0.8444847836036423,0.69,0.6582809308742075,0.7906563497154406,0.8109126984126984,0.5584643271434122,0.8268895010509698,0.6858333333333334,0.6559097422478574,0.7937573300208165,0.8128968253968255,0.5626630196342084,0.7725695200401754,0.6933333333333334,0.6629523028270017,0.8046750711436289,0.8281746031746031,0.571818388176528,0.8431582612994358,0.7333333333333334,0.7012528967032879,0.8253701791102858,0.8408730158730158,0.6069462786838213,0.8131947847372836,0.69675,0.6667647004644659,0.8052002017389481,0.8264880952380953,0.5736963720270596,0.8141583143575852
XGBoostWrapper,SMOTE,4delikatne-bezover-cut,0.8625,0.8191364962488314,0.8816615555395515,0.8839285714285714,0.7414668868908705,0.853119273190156,0.8608333333333335,0.8158552900218575,0.872608536912882,0.8744047619047619,0.7332515007432839,0.8461537838223766,0.8616666666666666,0.8188497921557338,0.8790492736407971,0.8805555555555555,0.7370369184916837,0.8461691513728372,0.8633333333333333,0.8218519970577619,0.8769382731605919,0.878968253968254,0.7387670832243541,0.857311890594446,0.8691666666666666,0.8278155497333402,0.8869341458724852,0.8884920634920637,0.7512637586147297,0.848861440154694,0.8683333333333334,0.8274360004768493,0.888086408931278,0.889484126984127,0.7505475183262518,0.8560834974658713,0.8625,0.8199173080600293,0.8803755562868583,0.8829365079365079,0.7400788487388584,0.8444689507197157,0.8575000000000002,0.8141280933224262,0.8763470172622098,0.8781746031746032,0.7316072552642561,0.839658135227789,0.8616666666666666,0.8203762281350008,0.8829071345317475,0.8839285714285715,0.7388070066148406,0.8382834684586922,0.8641666666666665,0.8222628484411271,0.8794533414764356,0.8813492063492063,0.7417580895851136,0.8504417479031305,0.8631666666666666,0.8207629603652957,0.8804361243614837,0.8822222222222222,0.7404584866494243,0.848055133890971
GBTClassifier,ClusterCentroids,4delikatne-bezover-cut,0.7158333333333333,0.6393157012386576,0.7252187422875191,0.743452380952381,0.5404164264070908,0.6734669783696722,0.7083333333333333,0.630827945622275,0.7136112036188167,0.7521825396825397,0.5404521361762297,0.700016964820948,0.7275,0.6597381133973517,0.7523978647244414,0.7732142857142857,0.5668323963070784,0.6832277993525364,0.7091666666666666,0.6443430083196892,0.7386411785022079,0.7521825396825397,0.5492089873629515,0.6486090389589522,0.67,0.6136369701667194,0.7221108803090738,0.740079365079365,0.5114336658989587,0.6568113829251734,0.7158333333333333,0.6542629119738065,0.7565795608643043,0.785515873015873,0.5664974327361081,0.706213539533048,0.6074999999999999,0.5280985635328765,0.5968778182713621,0.6309523809523809,0.417065264467376,0.5662951206726627,0.715,0.631362155010027,0.678254611926324,0.7085317460317461,0.526348590796368,0.6560227281758253,0.7533333333333333,0.708969952276596,0.8122859562622746,0.8206349206349206,0.6053971583177808,0.7593964910674089,0.6841666666666667,0.5911196287771507,0.640555257247977,0.6849206349206349,0.499639988899632,0.6100078527268032,0.7006666666666665,0.6301674950315149,0.7136533074014302,0.7391666666666666,0.5323292047369573,0.666006789660303
XGBoostWrapper,ClusterCentroids,4delikatne-bezover-cut,0.8425,0.8034282532872128,0.8891271393749118,0.8928571428571429,0.7260998340784435,0.8386802532472304,0.8466666666666667,0.8085155258854533,0.9014936164853076,0.9053571428571429,0.7358745500285264,0.8641999145265515,0.8491666666666667,0.8111578673609371,0.8972258636062259,0.9005952380952381,0.7345236463644065,0.8397818939368646,0.85,0.8088361874794805,0.8886336885614924,0.8924603174603174,0.7328903262583794,0.8444337332105928,0.8441666666666666,0.804585802675256,0.8871830640657714,0.8904761904761905,0.721413377065623,0.866175526884755,0.8400000000000001,0.8005604475335456,0.886615051309855,0.8894841269841269,0.7171952510360274,0.8488510301414095,0.8425,0.8048813565596771,0.8913051194270333,0.8946428571428571,0.7259723691216058,0.8618481906079325,0.85,0.8089721901195819,0.8882886393868148,0.8910714285714286,0.7311736161394093,0.8568481343252617,0.8416666666666668,0.7999428417753169,0.8789654889760937,0.8817460317460318,0.7166790401209144,0.851118830370574,0.8441666666666666,0.8030355953500958,0.8864081698907743,0.8898809523809523,0.7265737122124675,0.857042430680322,0.8450833333333334,0.8053916068026556,0.889524584108428,0.8928571428571429,0.7268395722425804,0.8528979937931493
