,,,,acc_0,f1_0,gmean_0,BA_0,MCC_0,AP_0,acc_1,f1_1,gmean_1,BA_1,MCC_1,AP_1,acc_2,f1_2,gmean_2,BA_2,MCC_2,AP_2,acc_3,f1_3,gmean_3,BA_3,MCC_3,AP_3,acc_4,f1_4,gmean_4,BA_4,MCC_4,AP_4,acc_5,f1_5,gmean_5,BA_5,MCC_5,AP_5,acc_6,f1_6,gmean_6,BA_6,MCC_6,AP_6,acc_7,f1_7,gmean_7,BA_7,MCC_7,AP_7,acc_8,f1_8,gmean_8,BA_8,MCC_8,AP_8,acc_9,f1_9,gmean_9,BA_9,MCC_9,AP_9,avg_acc,avg_f1,avg_gmean,avg_BA,avg_MCC,avg_AP
GBTClassifier,FocalLossKornia,"{'alpha': 0.25, 'gamma': 3, 'reduction': 'sum'}",new_winequality-red,0.43336206896551727,0.2395249523216604,0.11046215753276505,0.301400382628481,0.09603180695287926,0.27256330798817496,0.3952664576802508,0.24279995447918679,0.13154979483517895,0.3106955613891772,0.09551437205532189,0.2741659363503156,0.3921042319749216,0.19612062623309806,0.07733162226896255,0.24315161599244361,0.014073210191283946,0.2621983869369526,0.4389635579937304,0.21876594766493845,0.08184377979435778,0.27618903152818114,0.08084341854079102,0.2525897499642279,0.39461206896551726,0.22062394841454633,0.1053952973793563,0.298641678665187,0.08314813121966205,0.270549237242701,0.3708797021943574,0.2010828304043743,0.08910314651121573,0.2778736913970715,0.062369797963073445,0.26394006997753644,0.41342280564263323,0.22830347493839054,0.101334047167048,0.2978706465128152,0.10594829910635517,0.2785892324588556,0.43906347962382447,0.24972622065832803,0.10390884019860944,0.29669150927369053,0.10426951686283274,0.282189482837528,0.395807210031348,0.19956228578073132,0.07698196322281245,0.26633924300078093,0.04567534680376283,0.2566166954271554,0.4721669278996865,0.2539096928586104,0.08614282447098484,0.29031138722264294,0.12059850347526206,0.27812849306769216,0.4145648510971787,0.22504199337538644,0.09640534733812911,0.2859164747610471,0.08084724031712244,0.2691530592251139
XGBoostWrapper,FocalLossKornia,"{'alpha': 0.25, 'gamma': 3, 'reduction': 'sum'}",new_winequality-red,0.6135050940438871,0.4674401694649014,0.3229599088142482,0.4551150719416551,0.3766304721770103,0.48635698842176434,0.6072648902821317,0.4525772824898093,0.2692879035727175,0.4448738761982862,0.36489803281375394,0.4919557687874934,0.6210207680250783,0.4695791416752444,0.29286357186622525,0.45962930639087285,0.3879580448236279,0.4903769214613371,0.6185227272727272,0.4553779714869135,0.26819940716678514,0.4516851967289212,0.3846884346662126,0.4905699339426371,0.6191438087774295,0.4718692070355718,0.3259836041459154,0.4591019945378897,0.38588952111458674,0.4886608298476419,0.6085207680250784,0.4649371005528427,0.323868690289529,0.45174443971079326,0.36860666053123153,0.4840541047461041,0.6260050940438872,0.4631697417471491,0.2693367517508697,0.45615420819404634,0.3956772588202501,0.49854676046677693,0.6266477272727273,0.46291340736868436,0.2815681402912681,0.4579319500226777,0.3977240676415924,0.478903102099122,0.6122511755485893,0.46391125349948803,0.323535075904808,0.45209604130533754,0.3734950793686279,0.4835348034555125,0.6222884012539185,0.47074557508534853,0.32098207835443315,0.45787425628868644,0.3901381950305799,0.48401145579901766,0.6175170454545456,0.46425208504059523,0.2998585132156799,0.45462063413191667,0.38257057669874733,0.4876970669027407
GBTClassifier,FocalLossKornia,"{'alpha': 0.5, 'gamma': 2, 'reduction': 'sum'}",new_winequality-red,0.40400274294670846,0.19887201804142635,0.06658880114078901,0.266171877377165,0.05412379811441205,0.2617898288325272,0.4808503134796238,0.24626661368272149,0.07027408712868095,0.2895267867406173,0.12314170464613501,0.270381818680382,0.38211990595611284,0.20197422191334055,0.07759355695310452,0.242299103935571,-0.033779630902527044,0.2794909790445291,0.5053369905956113,0.26925023585906127,0.08700258962585253,0.31062250582563905,0.17595093817784463,0.30074891960969796,0.43466692789968653,0.21934947025919976,0.0627871419270311,0.2649652482246275,0.03790133789304997,0.2795681154124585,0.4715811128526646,0.24814059139089614,0.09429835638164158,0.3028512483180237,0.12434158131116879,0.2915092868480777,0.47036050156739806,0.2529288730330771,0.08466876908243337,0.2900496494685293,0.11068248035686926,0.2669764283647994,0.4547021943573668,0.2260959587783579,0.06294866807807557,0.27611047546892487,0.08161226145264115,0.2898288502802478,0.5009776645768025,0.27313695700847607,0.09524383055202054,0.31273255277095036,0.1785632434249561,0.3066150830516921,0.42779976489028215,0.2193241885914956,0.07340292991126843,0.26396781487610854,0.038308637228292745,0.2768894987618642,0.4532398119122257,0.23553391285580522,0.07748087307808976,0.28192972630061564,0.08908463517028427,0.28237988088862764
XGBoostWrapper,FocalLossKornia,"{'alpha': 0.5, 'gamma': 2, 'reduction': 'sum'}",new_winequality-red,0.6172394200626959,0.4654551530351898,0.3011676205190007,0.45814445536188514,0.38434013028705083,0.4841575223973408,0.606592868338558,0.45900631246230655,0.322929958172374,0.4479032126373375,0.3667985937444703,0.49001211844933623,0.6072511755485894,0.46673589430835066,0.3294897273645733,0.45435309252806133,0.36617070083634096,0.48923340453440967,0.6160188087774295,0.47786915701414057,0.3545834368091989,0.46525180161747137,0.38271993820306993,0.4879238845018007,0.6122511755485893,0.468993896644574,0.33803416587631246,0.4566517010922421,0.3751648438093906,0.4904927388513962,0.6209972570532916,0.4676268776564577,0.30620103508198676,0.4585017888972681,0.3908803444628526,0.4849374561371859,0.6185050940438871,0.46554426019811024,0.2874611434994748,0.4560704535051663,0.3841440708846071,0.4888441310923898,0.6272707680250783,0.4750537597304472,0.31690290228957896,0.4630131792344713,0.39781085784484727,0.48980648907607394,0.617882053291536,0.4706551456096456,0.3092531896380874,0.46061574244576775,0.3844331856422466,0.49118367481554326,0.6278781347962382,0.4824459348668707,0.3556887744525616,0.46972355138029115,0.4009936469200315,0.49327326852381204,0.6171886755485894,0.4699386391526093,0.3221711953703149,0.45902289786999617,0.38334563126349075,0.4889864688379289
GBTClassifier,FocalLossKornia,"{'alpha': 0.5, 'gamma': 1, 'reduction': 'sum'}",new_winequality-red,0.3996492946708464,0.20224340932112597,0.06107044296014469,0.24215547430464227,0.0009618145687915441,0.30156417695188475,0.4008307210031347,0.2067069979614498,0.07618343659161657,0.25835328523148726,0.02324789774106289,0.29849755604162,0.44219631661442005,0.23396663049635302,0.07461174128265256,0.27609738521356875,0.07259420283358012,0.32390521711663833,0.43956112852664575,0.23577552828660114,0.08422094306844993,0.26972668994245785,0.05897802980030431,0.3075597471919268,0.4259502351097179,0.22905782802831443,0.08905723590477124,0.2725248788808011,0.04728110969026816,0.29594239968307934,0.4965909090909091,0.25214854287817345,0.07130446510829999,0.2966889723103593,0.15928752980787161,0.29957182163936,0.4909698275862069,0.2575779876705341,0.07345764555143355,0.29431910915265586,0.14984514025955573,0.3113530170694815,0.4233601097178684,0.21389996086418508,0.0647497845007976,0.2573905888670917,0.026788697133201155,0.29850495688769146,0.41031739811912227,0.19142192096845898,0.05613993747195385,0.25534355000118325,0.0014857061477014932,0.30685074251555566,0.47531739811912227,0.24466918341974453,0.07766318285659436,0.28859295444210786,0.12754248507914034,0.3176250538228652,0.44047433385579937,0.22674679898949401,0.07284588152967143,0.27111928883463554,0.06680126130614775,0.3061374688920103
XGBoostWrapper,FocalLossKornia,"{'alpha': 0.5, 'gamma': 1, 'reduction': 'sum'}",new_winequality-red,0.6241222570532916,0.4807198736431183,0.3389041843419936,0.4684755590282121,0.39556926140004994,0.4920973630001967,0.6122452978056426,0.4620374434193727,0.3100047293317002,0.4505157024630713,0.3735989634863146,0.49505832171928443,0.6191163793103449,0.46944005871568245,0.323447703509237,0.45957852760641965,0.38651264057331053,0.49537776624648605,0.6222668495297806,0.47584285243705066,0.3316750417860777,0.4635469303330872,0.3908371850526331,0.49424037025960066,0.6154055642633228,0.47134754416387503,0.3397350743339532,0.459562291339092,0.38052069154593154,0.4926735476673064,0.6166281347962382,0.4692177017802436,0.33539616104717596,0.4564276707220046,0.38089370063165856,0.4914938159323115,0.6141398902821317,0.46731246763599615,0.33466649694173695,0.45507266206484365,0.3775866074773657,0.49571154158253405,0.6191418495297806,0.47642519425336294,0.34554634660003297,0.4618948564796983,0.3852241832340969,0.5003652020122193,0.6235109717868339,0.4644939377132135,0.30242560083057385,0.45530216034128934,0.39248190978320185,0.4949858777443237,0.6222511755485894,0.471411969465559,0.3031803796945101,0.46175973851499064,0.3897340818674225,0.4953345097000903,0.6188828369905955,0.47082490432274743,0.32649817184169916,0.45921360988927085,0.3852959225051985,0.49473383158643536
GBTClassifier,FocalLossKornia,"{'alpha': 0.5, 'gamma': 3, 'reduction': 'sum'}",new_winequality-red,0.5097178683385579,0.2736704146198644,0.08552292736852043,0.3116419121027916,0.19655709960271225,0.27604145333570873,0.3427037617554859,0.19313144476120062,0.09486624362822701,0.24336308866001427,-0.02165413930831389,0.27038694703703686,0.37469239811912225,0.19028992993446206,0.07414216317471486,0.24765929805380976,-0.025997138422552506,0.2549298325491415,0.425826802507837,0.2107193898022782,0.07279536293671862,0.27118901224673153,0.06101847732595587,0.28285856279183297,0.4608581504702194,0.24384089808410142,0.08556150793127947,0.28227176099116585,0.1046830280020733,0.2727067387712817,0.43778800940438867,0.24268393221920329,0.09919825788533936,0.28916542200067286,0.12173344275142706,0.2636023752406669,0.4470944357366771,0.25863260507871133,0.11173167878809338,0.30183801606667726,0.10794871031805667,0.2717986120849157,0.43465517241379314,0.2303616019787899,0.09369926145680044,0.2874368215571043,0.09816412205566064,0.26674543402665063,0.4452919278996865,0.23291754929533023,0.09691714495444834,0.2904373148980841,0.10569187826729687,0.2720387354627472,0.4415066614420063,0.24445134648962802,0.1038824073472197,0.29230437463867087,0.08887118211561813,0.26194907284027924,0.4320135188087774,0.23206991122635695,0.09183169554713616,0.2817307021215722,0.08370166627079344,0.26930577641402614
XGBoostWrapper,FocalLossKornia,"{'alpha': 0.5, 'gamma': 3, 'reduction': 'sum'}",new_winequality-red,0.6272550940438871,0.47763491331495783,0.3338718889327358,0.46139693823827843,0.3966160865692903,0.4968079435953183,0.6110050940438871,0.4589334935106638,0.2886175273987664,0.45042693783458027,0.37281989197672033,0.4989707059306456,0.6166340125391849,0.47090119310546985,0.3174858345563071,0.4587290387751888,0.3819503013386205,0.4857388553318617,0.623507053291536,0.4681930912194658,0.3199835220883315,0.45564017821894637,0.39214606806829827,0.4890858342771495,0.6191418495297806,0.4662790417678675,0.3134803901001275,0.4550800895135506,0.3846982375576483,0.4914203157877159,0.6172825235109718,0.46702118589778696,0.3152645418556489,0.4544996992974298,0.3823942837575508,0.48966645894666466,0.6091261755485894,0.4650198868920947,0.34130341106504214,0.452273438761726,0.3703725944807007,0.4932463612632043,0.6047590125391851,0.4491032240030914,0.30481658364371433,0.4413227214939691,0.3615554758455676,0.48669098463583815,0.6153859717868337,0.4675078457244963,0.31095935111083006,0.45338217659074953,0.3789316751315073,0.4964632846444415,0.6228938087774295,0.47853616172160934,0.3103199238131899,0.46692661266143265,0.3922317822029832,0.4971526340205637,0.6166990595611286,0.4669130037157504,0.31561029745646935,0.45496778313858516,0.3813716396928887,0.4925243378433404
GBTClassifier,default,{},new_vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGBoostWrapper,default,{},new_vehicle,0.9467873303167421,0.9449152555674505,0.9497546503388022,0.9503309002898608,0.9160035042185474,0.9848664120618226,0.9467734075878873,0.9448225714224232,0.9515353302583414,0.9518877876949012,0.9163999808553907,0.9822354898237069,0.9279011486251305,0.9249850158710717,0.9294090855476782,0.9303878998338643,0.8857996282679468,0.9802483061453972,0.9408910546467106,0.9389872204196197,0.9456110027960285,0.9460376946355058,0.9068457335726803,0.983374228779401,0.9349460494256874,0.933975308066918,0.9401967562263097,0.9410974259059076,0.8979165854487574,0.9812930461134405,0.9337904629307344,0.9317855699450931,0.938409789441304,0.939721220412055,0.8965284881848747,0.9810214256761428,0.9290636964845109,0.9259600105342708,0.9285962342321195,0.9293572152122083,0.8868906203535948,0.9791084086767476,0.9432788026453185,0.9415919308303176,0.9488387022296116,0.9492255608808277,0.910646854637652,0.9780919058527134,0.9397215454229031,0.9374758939273384,0.9407227237852572,0.9410101275833149,0.9036206337293242,0.9830723792819056,0.9408910546467109,0.9389297056938307,0.9436475503110138,0.9440866148595287,0.9064018278010751,0.9827008234189905,0.9384044552732336,0.9363428482278333,0.9416721825166465,0.9423142447307974,0.9027053857069843,0.9816012425830267
GBTClassifier,CrossEntropyLoss,"{'reduction': 'sum', 'weight': tensor([3.8807, 1.9720, 4.2513], dtype=torch.float64)}",new_vehicle,0.5804664114166377,0.393308993770925,0.232751472038297,0.44122570543911166,0.22921140938378004,0.6983945191176801,0.5603480682213714,0.3307591840323181,0.17954439578787634,0.4115503875968992,0.1267225158069694,0.5646725123242679,0.6357466063348416,0.4936974203086873,0.37803545917046444,0.5193021448835402,0.328990367142403,0.7147863518367025,0.5212948137835015,0.2634587605825551,0.07969169773317618,0.356889105726315,0.054283813444734874,0.5734833428741273,0.5447406891750783,0.3074319269192097,0.15024076428439515,0.3897075405214939,0.09937171918304781,0.5822824211182336,0.5402297250261051,0.30491993925806454,0.1490682728869867,0.38552519831589593,0.09145275768380828,0.5573303812076977,0.596874347372085,0.4404542713453147,0.3173906958461921,0.46995066948555325,0.2590245015062554,0.694992748332697,0.5804664114166377,0.4072562331506096,0.26061102831155447,0.45494232018171826,0.2179385407571172,0.689246058988968,0.6406056387051862,0.5058611758735836,0.3967559309309273,0.5286269673478976,0.33809354413199877,0.7311922626968462,0.5070936303515489,0.22431305002315888,0.046415888336127795,0.3333333333333333,0.0,0.4728853505356879,0.5707866341802994,0.3671460955264426,0.21905056053259978,0.4291053372831758,0.17450891690401146,0.6279265949032908
