,,,,AP_0,AP_1,AP_2,AP_3,AP_4,AP_5,AP_6,AP_7,AP_8,AP_9,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,BA_7,BA_8,BA_9,MCC_0,MCC_1,MCC_2,MCC_3,MCC_4,MCC_5,MCC_6,MCC_7,MCC_8,MCC_9,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9,gmean_0,gmean_1,gmean_2,gmean_3,gmean_4,gmean_5,gmean_6,gmean_7,gmean_8,gmean_9,avg_acc,avg_f1,avg_gmean,avg_BA,avg_MCC,avg_AP
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",3mocniej-cut,0.47725376755290727,0.4853305883760868,0.49541816661907045,0.4953932979002341,0.4845603488307656,0.48041476256648175,0.4813789513084151,0.4888141725755772,0.46388995570420744,0.496259113560522,0.5696428571428571,0.5726190476190476,0.5817460317460317,0.5847222222222221,0.5803571428571429,0.590079365079365,0.574404761904762,0.5765873015873015,0.5601190476190476,0.5813492063492063,0.47041054977703345,0.5120939546280837,0.5123376540713116,0.5160221426224696,0.49515161685768483,0.5045388559587984,0.5026660975584057,0.4945106318819511,0.4917065823840912,0.49325896372405953,0.7716666666666667,0.7933333333333333,0.7925000000000001,0.7941666666666667,0.7833333333333333,0.7875,0.7899999999999998,0.7833333333333334,0.7849999999999999,0.7825,0.5852909731643502,0.5879003255962412,0.6054394637394598,0.6062398220451444,0.6009142124436646,0.6134046831190763,0.5973296933332138,0.5983644905748986,0.5793541486836928,0.6027243880228658,0.49502474240856265,0.45124427384648114,0.49910931105110146,0.4938738537114128,0.502890676002614,0.5183956870725008,0.4786898209582575,0.4949190998411727,0.45365960417652557,0.5086765814157632,0.7863333333333332,0.5976962200722609,0.48964836504843917,0.5771626984126984,0.4992697049463889,0.4848713124994267
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",3mocniej-cut,0.3536766711549879,0.4101178272846959,0.3692176750002102,0.39177558111830957,0.39205988913688755,0.4274488150689969,0.3674034605183434,0.3870399607093668,0.42929822911183885,0.3685687735776892,0.30277777777777776,0.278968253968254,0.30357142857142855,0.33749999999999997,0.3275793650793651,0.34841269841269845,0.31686507936507935,0.2833333333333333,0.34424603174603174,0.3130952380952381,-0.08741256143686715,-0.1201896401436671,-0.08458387949993397,-0.0027105612392334167,-0.020199278109406284,0.03903895979269195,-0.06593328850226894,-0.1193637007621942,0.016797157150228875,-0.03107066077920594,0.5016666666666667,0.4925,0.55,0.5633333333333332,0.45999999999999996,0.5441666666666667,0.5675,0.5033333333333333,0.5233333333333332,0.4608333333333333,0.27780979601365025,0.2656147223956849,0.28477871927349335,0.32388128103332914,0.29667530110685036,0.31777044397824467,0.29852118005101314,0.267926242243898,0.31071274468889704,0.2695358425226894,0.11639885636595193,0.11877388134889799,0.10455734150366418,0.14829149291227317,0.14747763224115024,0.12502132977871339,0.10935028240117009,0.10423921008347788,0.14287539320728623,0.12404425312269778,0.5166666666666666,0.291322627330775,0.12410296729652828,0.3156349206349206,-0.047562745352985616,0.38966068826813266
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",3mocniej-cut,0.5357469510256223,0.5380435796318974,0.5269837887354449,0.5123660854365225,0.5223731166938161,0.5295193725336029,0.5159196381720201,0.5236361108423409,0.5570653488217956,0.4996713761629564,0.5740079365079365,0.5537698412698412,0.5642857142857143,0.5587301587301587,0.5611111111111111,0.566468253968254,0.5529761904761905,0.5793650793650793,0.5738095238095239,0.5626984126984127,0.5037484032941094,0.4947608552533572,0.48223711097910354,0.47984395985129524,0.48695387294163145,0.4778441298358434,0.4803780704613991,0.4956687284318598,0.4944231031219367,0.4727542374048044,0.7899999999999999,0.7883333333333333,0.7808333333333334,0.7808333333333335,0.7825,0.7766666666666666,0.7816666666666666,0.7833333333333333,0.7866666666666667,0.7741666666666667,0.5975760016132533,0.5587826952890758,0.5821105187099462,0.5705509159194231,0.5702322914832393,0.5775945580171296,0.5647786061387465,0.6013030613910059,0.599121217985666,0.5799551354039749,0.4814172028140681,0.35858866004601814,0.4668643483882192,0.42753053219935666,0.41866444803798153,0.45539885902501664,0.3986531566497086,0.5010639018489793,0.4841368389467842,0.4672806439572456,0.7825,0.5802005001951461,0.44595985919133785,0.5647222222222221,0.48686124715753404,0.5261325368056019
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",3mocniej-cut,0.3768740448947373,0.39933253908363564,0.42859264828721055,0.39420272183023314,0.40202003451071144,0.44464197401254635,0.39772506058875,0.4576092349554103,0.45326968223781217,0.3957832158814836,0.35218253968253965,0.29285714285714287,0.3484126984126984,0.34265873015873016,0.2938492063492063,0.3067460317460317,0.3136904761904762,0.31527777777777777,0.34265873015873016,0.30297619047619045,0.05306478184287109,-0.03606580571134857,0.012298879006955605,0.05319457384110628,-0.06416958150020792,-0.06142193028970272,-0.034129011470270317,-0.04521323912407879,0.019440380499213313,-0.046462703340160824,0.5783333333333334,0.5133333333333333,0.5083333333333334,0.5191666666666668,0.40750000000000003,0.5841666666666667,0.5808333333333333,0.6308333333333334,0.5966666666666667,0.4866666666666667,0.28776365710331553,0.27779519651470047,0.2691629882453128,0.3007722362863082,0.24567688384026728,0.28224409774639797,0.2806720987902668,0.28056382476329056,0.30960483887204354,0.27995075877272124,0.12387582754357354,0.14465906930654543,0.16221365890246192,0.15788534111926392,0.15249079148936756,0.12020723946577072,0.09925831546755043,0.08146825718285915,0.161186691228825,0.17357425530591708,0.5405833333333334,0.28142065809346245,0.13768194470121348,0.32113095238095235,-0.014946365624562285,0.41500511562825304
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",3mocniej-cut,0.46130751842671147,0.4362173864524392,0.4513564360574576,0.4487868156765849,0.44472765002649295,0.460471344198459,0.46059451507100224,0.4577790371142175,0.4407010820611399,0.4430725647567466,0.5765873015873015,0.5892857142857142,0.5742063492063492,0.5676587301587301,0.5755952380952382,0.5886904761904763,0.5545634920634921,0.5948412698412698,0.5954365079365079,0.5809523809523809,0.4642047036698799,0.49326684806406984,0.4505865777824523,0.4458709914520914,0.45744035929269244,0.476107247621904,0.4327324188545605,0.4900136141519889,0.4656972480011413,0.4404671157608709,0.7675000000000001,0.7791666666666666,0.7591666666666667,0.7591666666666665,0.7633333333333333,0.7725,0.7541666666666667,0.7775000000000001,0.7625,0.7533333333333333,0.5933535415956596,0.6069161274035919,0.5870594247346934,0.5781225345381181,0.5926769642732477,0.6034883130372517,0.5694757357363797,0.6151495148888252,0.6092250085158161,0.5976238736533663,0.5209414812948653,0.5232616074395284,0.5170485055893161,0.4998140041621607,0.5231585914778647,0.5356792489861062,0.48503624855074906,0.5469823370239191,0.5531567541974921,0.5346919197224811,0.7648333333333331,0.595309103837695,0.5239770698444483,0.579781746031746,0.4616387124651652,0.4505014349841252
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",3mocniej-cut,0.4226013368579797,0.40371879227922414,0.4001100011279844,0.39876787176230666,0.4458980638993505,0.4608487472227999,0.4082543541237452,0.4429940047514327,0.46198424220568174,0.39751635550201525,0.2998015873015873,0.3178571428571429,0.2994047619047619,0.3132936507936508,0.3408730158730159,0.3315476190476191,0.3204365079365079,0.3402777777777778,0.3337301587301587,0.2773809523809524,-0.04822216670781068,-0.037211354003878934,-0.07134509662824481,-0.051554581775438146,0.019495853230809636,0.004855300459901891,-0.01272036179486406,0.006795952657077534,0.02314904877836759,-0.12089886754981807,0.5991666666666667,0.6633333333333333,0.575,0.6375,0.6575,0.6224999999999999,0.6441666666666667,0.6199999999999999,0.6674999999999999,0.5516666666666666,0.2663377094333598,0.26980349974976736,0.2732402093960763,0.273759663418614,0.30287610581976154,0.3038691790007624,0.2769773802344758,0.2991831035926936,0.2856678260737428,0.2588584038254187,0.06907811969016589,0.05084577944100484,0.08645088495996532,0.07236871885817404,0.09688956225245947,0.12653820135731125,0.08034767948085475,0.10894259162843949,0.07960222632076662,0.08156408843219923,0.6238333333333334,0.28105730805446727,0.08526278524213408,0.31746031746031744,-0.028765627333389804,0.42426937697325207
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",3mocniej-cut,0.4900003311545449,0.47463689848203855,0.4793270729926067,0.4593316411955759,0.4507873424886384,0.48216918402614334,0.479714365933118,0.4715876971788031,0.4604557666186274,0.5047914656071073,0.5837301587301587,0.596031746031746,0.5896825396825396,0.5736111111111111,0.5910714285714286,0.5755952380952382,0.5930555555555556,0.5924603174603175,0.5878968253968254,0.5875,0.4791303643766002,0.4909108246818163,0.48213432508586473,0.4541050397142713,0.48055355842506514,0.44601541593309457,0.4685892885552499,0.4807704827827233,0.4693813586858407,0.4761688901906208,0.775,0.7783333333333333,0.7733333333333333,0.7608333333333334,0.7733333333333334,0.7541666666666667,0.7641666666666665,0.77,0.7666666666666666,0.7716666666666666,0.6026892925673397,0.613075742111642,0.607543410526342,0.5896187840591953,0.6085376993627193,0.586330301227088,0.6029646764084515,0.6027436630129194,0.6040078437449417,0.603816507170206,0.5223859923600978,0.5411430183219997,0.53742933084042,0.5157180735425047,0.5408575438388616,0.5214223298695002,0.5384051233380884,0.5374138492751761,0.5399200026222144,0.5265016791462441,0.7687499999999999,0.6021327920190845,0.5321196943155105,0.5870634920634921,0.47277595484311474,0.4752801765677204
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",4delikatne-bezover-cut,0.32387896555926443,0.3417795610934252,0.39154803336652166,0.31222789146090524,0.39461657268904,0.33707416487352193,0.36679376989830254,0.36256771893767253,0.40248931777020547,0.36620538485742,0.15515873015873016,0.16825396825396827,0.2251984126984127,0.17976190476190476,0.20674603174603176,0.19325396825396826,0.19107142857142856,0.1867063492063492,0.20575396825396824,0.23194444444444445,-0.3400771375823327,-0.3248036868610954,-0.230438647167641,-0.27147635804745207,-0.29689970644697505,-0.27516024836747616,-0.3103930494219932,-0.2638583369749974,-0.29325963577860364,-0.228307982419575,0.24666666666666667,0.24916666666666668,0.3441666666666666,0.24000000000000005,0.33166666666666667,0.2725,0.26916666666666667,0.2375,0.24749999999999997,0.25249999999999995,0.14943622467481127,0.14696595850675798,0.210070100381425,0.16187697748355706,0.21789635795471943,0.16425657315922784,0.1743046838903882,0.1547780192867605,0.1761886575810529,0.17453318919282182,0.06813398355072235,0.06352277792264238,0.09494410085409677,0.07814506793216787,0.11543045146401762,0.07813931420086756,0.09761880090854273,0.08799872474654544,0.11639672619669031,0.09140207661921167,0.2690833333333333,0.1730306742111522,0.08917320243955047,0.19438492063492066,-0.2834674789068142,0.3599181380506279
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",4delikatne-bezover-cut,0.8096953031492026,0.8139935782336479,0.7975864269200622,0.791561024944819,0.8225885505643913,0.8389371117678973,0.7824352205290481,0.7961555056502756,0.7279745699829925,0.7984147607495242,0.7416666666666666,0.7589285714285714,0.7238095238095237,0.7492063492063492,0.7418650793650794,0.7652777777777777,0.7359126984126985,0.7436507936507937,0.6444444444444445,0.7061507936507937,0.6902103762315954,0.7134472412938629,0.6730965446768634,0.6903638302618921,0.6842257046649028,0.710155061963273,0.6932869646984042,0.6949405004350424,0.532711785429608,0.6643385415326261,0.8633333333333333,0.8733333333333333,0.8583333333333332,0.8625,0.8616666666666667,0.8716666666666667,0.8658333333333333,0.8675,0.8241666666666667,0.8541666666666667,0.7535915330589148,0.7788780280356543,0.7480957679966938,0.7621742223772006,0.7702908310360986,0.7970953803519703,0.765587894437007,0.7682373791806608,0.6469512591583749,0.7213398645969609,0.6515619503566153,0.6799894751739575,0.6373201367154782,0.6615286025907468,0.6962641386674412,0.7424523087944321,0.6789764032189415,0.6678494801127653,0.508642204768521,0.5668045067377392,0.86025,0.7512242160229536,0.6491389207136637,0.7310912698412698,0.674677655118807,0.797934205249186
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",4delikatne-bezover-cut,0.401073192321033,0.3710579999536142,0.4147666046399362,0.40784502796408895,0.3799469381269577,0.4910840132113042,0.41629564421870524,0.4266639540652359,0.3886509825740835,0.42874634446217214,0.23829365079365078,0.201984126984127,0.25773809523809527,0.22242063492063494,0.2003968253968254,0.2365079365079365,0.22956349206349208,0.2371031746031746,0.19146825396825398,0.2353174603174603,-0.032606791538595956,-0.132427626037318,0.01665810949723298,-0.09184332465092052,-0.06499262290857617,0.03210147033053927,0.0006421347643647158,-0.03405822315068603,-0.11281890323873359,-0.03504440442487862,0.4458333333333333,0.3625,0.39249999999999996,0.37500000000000006,0.34500000000000003,0.445,0.325,0.42833333333333334,0.3291666666666667,0.4291666666666666,0.25110472249797344,0.21032519218192175,0.25658725767612856,0.21590096350235713,0.2205056848387747,0.235051460418313,0.2297410113647258,0.24398213960361428,0.2078976113536469,0.24320159054142962,0.08858764249252882,0.0799631769145177,0.1668136706036908,0.10703179067730147,0.11694534644778676,0.08102943273963992,0.15011370602781843,0.07884805498804033,0.0905653150410016,0.08808116084244663,0.38775,0.2314297633978885,0.10479792967747725,0.22507936507936513,-0.04543901813575719,0.4126130701537131
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",4delikatne-bezover-cut,0.8227691376556034,0.8150887985454836,0.8040175474630468,0.8366430729694423,0.8544035484173325,0.8489964274607044,0.8385752739525133,0.8405621229273995,0.7841519726493907,0.8097329919955628,0.8305555555555557,0.8107142857142857,0.817063492063492,0.8232142857142858,0.8333333333333334,0.8222222222222222,0.8291666666666668,0.8182539682539682,0.8232142857142858,0.80734126984127,0.7465100268206142,0.7374072724622128,0.7204105868901823,0.729376902040778,0.7330302917880829,0.7269530272792044,0.7409944208485557,0.7214008329264898,0.7409765729112638,0.7262301773507421,0.8833333333333332,0.8808333333333334,0.8691666666666666,0.875,0.875,0.8741666666666668,0.8808333333333334,0.8708333333333333,0.8800000000000001,0.875,0.8356972653784462,0.8253912474525095,0.8174141874131063,0.8232282950599211,0.8264410027817958,0.8261289706108628,0.834048148571172,0.8199648303765255,0.8286895004666182,0.818775850494956,0.8263579679928863,0.8033446913114931,0.8115713376275314,0.8177705296622783,0.828770614724841,0.8171126718994868,0.8251022441075466,0.8140980349616127,0.8144955315627707,0.7992535440941244,0.8764166666666666,0.8255779298605914,0.8157877167944572,0.8215079365079365,0.7323290111318126,0.825494089403648
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",4delikatne-bezover-cut,0.4356491713405498,0.43253209523112746,0.41072036530197903,0.433230068082318,0.41780640610065056,0.36533956482059465,0.49560560490398825,0.41897471905369377,0.4618398534436155,0.40674771820443656,0.2876984126984127,0.2746031746031746,0.28134920634920635,0.25396825396825395,0.23273809523809524,0.14166666666666666,0.2625,0.258531746031746,0.27976190476190477,0.21646825396825395,-0.07704638053741017,-0.1301617326153151,-0.03365128556734237,0.006925019325103673,-0.1611940084565009,-0.21562821969810755,-0.09795874526741626,-0.06364978592554141,-0.03029524968940594,-0.15905497588964787,0.5141666666666665,0.55,0.5674999999999999,0.4916666666666667,0.45166666666666666,0.25083333333333335,0.5058333333333334,0.5,0.5575,0.43,0.2634978079210808,0.2541773910148194,0.25810771155810663,0.2579415017238843,0.21741458502766423,0.14998233152980395,0.2478043726581972,0.2559986922862977,0.27001288426461056,0.21965352532373417,0.12116016793808382,0.06924950223376114,0.07097294041950522,0.08187253842674351,0.06797151636506593,0.07166851990312681,0.08493319615175095,0.08097170936903234,0.06775011536764178,0.06911999905250762,0.4819166666666666,0.23945908033081986,0.07856702052272191,0.24892857142857144,-0.09617153643215838,0.42784455664829546
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",4delikatne-bezover-cut,0.6452446649974475,0.6663832330577535,0.6444795984603676,0.5963827934646532,0.6333795933720807,0.6244761363182166,0.6050158983127351,0.6098503823807595,0.6385082398274589,0.6197690747714449,0.8222222222222222,0.8125,0.8069444444444445,0.8204365079365079,0.8267857142857145,0.826388888888889,0.834920634920635,0.8317460317460318,0.8335317460317461,0.8186507936507936,0.7197416500095715,0.7167917887858639,0.7156591578144058,0.7134416842674334,0.72977032940308,0.7242499931680494,0.7395826696141241,0.7256554808327715,0.7224237961426947,0.7110096750850718,0.8691666666666666,0.8683333333333332,0.8691666666666666,0.8666666666666668,0.875,0.8708333333333332,0.8783333333333333,0.8708333333333333,0.8675,0.8633333333333333,0.8173136122761406,0.8101394429978914,0.8098129054389535,0.8166056532052982,0.8248354478460774,0.8224770556403677,0.8309209377317363,0.8209383492550495,0.8199708389307142,0.8075270883671806,0.8191677749972192,0.8053425172299923,0.8001422224310609,0.8166950770242037,0.8228957234920335,0.8228519476929621,0.8305171445553168,0.8277459270375273,0.8308786643291362,0.8115763078789963,0.8699166666666667,0.818054133168941,0.8187813306668448,0.8234126984126984,0.7218326225123067,0.6283489614962918
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",4delikatne-bezover-cut,0.49756569592734595,0.3653886423600073,0.32180359450013357,0.4252932577046587,0.39543117155747715,0.3364197684367348,0.41309481245037033,0.35096911619694793,0.4760821348172846,0.37466339601713,0.30158730158730157,0.21369047619047618,0.18035714285714285,0.24920634920634915,0.21785714285714283,0.2347222222222222,0.26845238095238094,0.23531746031746031,0.2763888888888889,0.20277777777777778,-0.010580157279567338,-0.22543216856466036,-0.2855766021554268,-0.17891311562736828,-0.23566029126172722,-0.22752870940825187,-0.1537874198031098,-0.21987571612505413,-0.08155379487338824,-0.2784582492875626,0.45,0.43,0.2833333333333333,0.5066666666666666,0.41916666666666663,0.45499999999999996,0.5325,0.45249999999999996,0.5116666666666667,0.3966666666666666,0.23772322541823634,0.19951676792538747,0.16460301008466166,0.22890367913074777,0.20641824399608066,0.21101393082036002,0.2386256557976433,0.22280357047168825,0.25059992615287274,0.19102996107689812,0.07393673585855474,0.05294540108417596,0.06956348832193492,0.05655337498352582,0.07237465191065333,0.06774276970409346,0.06484144772607675,0.08067454580399441,0.07756486622975992,0.061552898558214345,0.44375,0.21512379708745763,0.06777501801809836,0.2380357142857143,-0.18973662243861167,0.39567115899680905
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",4delikatne-bezover-cut,0.8154161009806268,0.8089037762234396,0.7986109762059954,0.8084617973763197,0.8162716108764346,0.8360909827123667,0.8166026712651157,0.8248022569892344,0.8111554875190399,0.7982905549996102,0.8172619047619047,0.8015873015873016,0.8273809523809523,0.8125,0.8047619047619048,0.7791666666666666,0.7603174603174604,0.8121031746031745,0.8003968253968254,0.7744047619047618,0.7199204548059177,0.726663142910571,0.7423338029832598,0.7286811012020233,0.718170631579621,0.7064583462895039,0.7036491827158385,0.7331279791935232,0.7188331902893392,0.6957820318238601,0.8700000000000001,0.8775000000000001,0.8816666666666666,0.8774999999999998,0.8724999999999999,0.8683333333333334,0.8683333333333334,0.8791666666666667,0.8733333333333334,0.8633333333333333,0.8200055904064836,0.82222760283607,0.8348122060445096,0.8270973438439244,0.816870603421361,0.8022567272340397,0.7726287054676426,0.8266320781008932,0.8164617301548003,0.7945547008311781,0.8099851405930109,0.7947357788715582,0.8231790258638328,0.80774056411186,0.7972839013050326,0.7654696941166217,0.6744407221313199,0.8034554227509638,0.7936421972316856,0.7583916634828175,0.8731666666666665,0.8133547288340901,0.7828324110458702,0.7989880952380952,0.7193619863793458,0.8134606215148183
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",4delikatne-bezover-cut,0.36772958003387635,0.4454770494123103,0.39843836950450706,0.42387894556389627,0.45140649383527026,0.4799692513524233,0.49086362796676897,0.4754707161815019,0.3890444184629004,0.3960638577232341,0.19821428571428573,0.26726190476190476,0.24861111111111112,0.23075396825396824,0.2613095238095238,0.27400793650793653,0.3246031746031746,0.2867063492063492,0.19662698412698415,0.23055555555555557,-0.1320634947316081,-0.0686357929412581,-0.07449744879402762,-0.04774818723584411,-0.03374428125712271,-0.07539231720158482,-0.018627223355672972,-0.03203836919378137,-0.14678622081502818,-0.07888498065435143,0.2975,0.3983333333333333,0.485,0.4375,0.5141666666666665,0.44416666666666665,0.5816666666666667,0.5774999999999999,0.3766666666666667,0.4066666666666666,0.18228823722564194,0.22342313990780177,0.2485039249137166,0.23146854914107956,0.2511637726377027,0.2450635394672671,0.2837361745097844,0.27052758231689916,0.2076724315990039,0.2318769928280692,0.09156418167663558,0.09690537678318385,0.0783435822192589,0.0884510150570881,0.07687841851335171,0.07491138457410099,0.07660938083435391,0.07501463625762463,0.0615858979212476,0.08870725843391418,0.45191666666666663,0.23757243445469664,0.08089711322707593,0.25186507936507935,-0.07084183161802796,0.4318342310036689
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",4delikatne-bezover-cut,0.6721287943883015,0.6520387836815008,0.6537904252656228,0.6482552531083832,0.6716976623134743,0.6737882340130947,0.6413603121679807,0.6760443842543647,0.6865838956835162,0.6984996227883907,0.8244047619047619,0.8269841269841269,0.8174603174603174,0.8238095238095239,0.831547619047619,0.8180555555555555,0.8095238095238096,0.830952380952381,0.8392857142857142,0.826984126984127,0.7295129656616269,0.7324012899532724,0.7031470384276339,0.7286830024670344,0.7192470649027587,0.7213588665556531,0.7048843779284726,0.7280632814768209,0.7237144202373961,0.7112392740865582,0.8733333333333334,0.8724999999999999,0.86,0.8741666666666668,0.865,0.8699999999999999,0.8625,0.8708333333333332,0.8658333333333333,0.8616666666666667,0.8149580427145511,0.8197318915158031,0.8081031859385206,0.8210562277216514,0.8141037842991559,0.8135143065040864,0.8054693094073568,0.8241562573942872,0.8170853464112218,0.8080731202816409,0.8150381375229057,0.8203279775028953,0.8127531202445333,0.8192186839143221,0.8271028597305078,0.8120723661034172,0.8024370014928845,0.827593500888446,0.8356061218865237,0.8229954938377017,0.8675833333333335,0.8146251472188275,0.8195145263124136,0.8249007936507937,0.7202251581697227,0.6674187367664629
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",4delikatne-bezover-cut,0.4446166959812743,0.4144543153082263,0.5075898566069442,0.3504297489349783,0.48165297600067625,0.4824238367535985,0.5396480046879966,0.5194456862535259,0.4961041748835143,0.4447019374323798,0.31190476190476185,0.283531746031746,0.30773809523809526,0.25476190476190474,0.28253968253968254,0.30496031746031743,0.32599206349206356,0.30198412698412697,0.3386904761904762,0.25317460317460316,0.041957880408981185,-0.01747741246075582,0.004536125127659535,-0.10588370466787171,-0.008698269046128231,0.014424717474865978,0.018495812221331842,-0.03867804644149425,0.0384603386732052,-0.005736386814925098,0.6275000000000001,0.5683333333333334,0.6041666666666667,0.5225,0.5841666666666667,0.6058333333333333,0.6208333333333333,0.6008333333333333,0.5841666666666666,0.5133333333333333,0.2851115432724578,0.27134003967718867,0.29089632699787477,0.22862707389705084,0.2717143045194834,0.2855717105882737,0.30368448100215595,0.2677266889500377,0.2870917417564676,0.2533556542369719,0.07799928583423645,0.0639717359030781,0.088306773574646,0.04880318373267038,0.05349427909575073,0.07606979487532226,0.11809508067657522,0.07683016070987261,0.09079414003383444,0.059559644117019014,0.5831666666666666,0.2745119564897962,0.07539240785530052,0.2965277777777777,-0.005859894552513137,0.4681067232843115
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",4delikatne-bezover-cut,0.6680442438376393,0.7142096626965813,0.720847823986706,0.7195412763218756,0.7233249451649847,0.7172547525413189,0.7375004948760094,0.7352768384373093,0.7201384823188545,0.727547380003637,0.8265873015873015,0.8426587301587303,0.8422619047619048,0.8242063492063492,0.8384920634920636,0.8410714285714285,0.8446428571428573,0.826388888888889,0.8287698412698411,0.8273809523809523,0.7360978153783588,0.7429744285837971,0.7592577338621472,0.7280132664534799,0.7406624218757007,0.7387757341161973,0.7580434195515797,0.7290831460249723,0.7377353331947372,0.7411442069051832,0.8783333333333333,0.8783333333333333,0.8875,0.8724999999999999,0.8774999999999998,0.8758333333333332,0.8875,0.8733333333333334,0.8775000000000001,0.8808333333333334,0.8276217159272988,0.8335185996883536,0.8431830350024379,0.8166344439714976,0.829211240861647,0.8312729117483869,0.8420975943611392,0.8223421237907035,0.8279713546997833,0.8304170830982068,0.822460057784831,0.8401752502775368,0.8378396865256942,0.8161771633071652,0.8349366141377196,0.8385085193588793,0.8413382832362917,0.8216615008403011,0.824367193665072,0.8228427694542655,0.8789166666666667,0.8304270103149454,0.8300307038587758,0.8342460317460316,0.7411787505946154,0.7183685900184916
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",1czysty-cut,0.4343450451720301,0.3426076173960658,0.34698996553081346,0.31019491761997525,0.37391194779125836,0.3056902124079453,0.3554792841274147,0.4416779771010445,0.34431292350575443,0.34933838938575756,0.16408730158730156,0.1732142857142857,0.11686507936507935,0.12678571428571428,0.1375,0.14246031746031745,0.15932539682539684,0.2448412698412698,0.1494047619047619,0.13313492063492066,-0.36356431927950905,-0.3212818760893788,-0.44127763266453146,-0.42721075370384815,-0.44613476954077536,-0.42799667431932387,-0.316545772810885,-0.22543781497145438,-0.4128553991695353,-0.3873917300992002,0.22416666666666668,0.20999999999999996,0.18583333333333335,0.18833333333333332,0.18333333333333332,0.1716666666666667,0.2225,0.3208333333333333,0.1916666666666667,0.14833333333333334,0.14565816681147864,0.1404064255597383,0.12798370199337844,0.12513699995877764,0.13968307578235684,0.12108527592551126,0.1429426362809064,0.20343878699588375,0.1351390722639881,0.11615419430606902,0.08236529737414519,0.068363568820488,0.062386979796171825,0.071579271631203,0.08895139376412749,0.06809767897162877,0.0656743157070287,0.1036984504136322,0.07747267195052894,0.07784561293045546,0.20466666666666664,0.13976283358780883,0.07664352413594097,0.15476190476190474,-0.3769696742648442,0.36045482800380596
