,,,,AP_0,AP_1,AP_2,AP_3,AP_4,AP_5,AP_6,AP_7,AP_8,AP_9,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,BA_7,BA_8,BA_9,MCC_0,MCC_1,MCC_2,MCC_3,MCC_4,MCC_5,MCC_6,MCC_7,MCC_8,MCC_9,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9,gmean_0,gmean_1,gmean_2,gmean_3,gmean_4,gmean_5,gmean_6,gmean_7,gmean_8,gmean_9,avg_acc,avg_f1,avg_gmean,avg_BA,avg_MCC,avg_AP
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",dermatology,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.3060348019252128,0.07809941520467835,0.021544346900318846,0.16666666666666669,0.0,0.16666666666666669
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",dermatology,0.3939548862569323,0.40591589264023764,0.32982213148050327,0.3519003041771946,0.39462576615974665,0.4267271406395345,0.47883575976718884,0.4156619268735919,0.3625094871840261,0.3618926031696009,0.15416636503593026,0.1807606161953988,0.14839136708701925,0.19498067150241064,0.18882489491185142,0.15719389306345827,0.15834206855945987,0.14775487797226927,0.09566503544764413,0.12589748415835372,-0.02253670832058171,0.041922383529042095,-0.07741335567744559,0.019643658018052533,-0.01066556937952166,-0.06341606676509946,-0.07155178498729006,-0.024696795427519912,-0.1904559396685051,-0.09650910066797377,0.2218067382450944,0.24568678267308405,0.19689004072565716,0.23509811181044055,0.27071455016660495,0.2317660125879304,0.188115512773047,0.1749722325064791,0.1365420214735283,0.17489818585709,0.12438808827624617,0.12397952616193501,0.10501407695639516,0.1660211507511968,0.14102972919408524,0.13717775863503215,0.13847077242862257,0.11210132060194011,0.07567141227147517,0.09605053645027525,0.060410170403720896,0.038504985753939784,0.03646061226384511,0.08543939064145462,0.05284660310649415,0.05797446921169417,0.06357072533790777,0.042498930145261134,0.03022012340902911,0.033547116746883196,0.20764901888189558,0.12199043717272037,0.050147312702022995,0.15519772739337956,-0.049567927934684265,0.39218458983485566
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",dermatology,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.2813772676786376,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.07285516233111515,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.2813772676786375,0.07285516233111514,0.021544346900318846,0.16666666666666669,0.0,0.16666666666666669
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",dermatology,0.45123863084993615,0.3712182153970765,0.3944793158346128,0.4050713326337695,0.4583464761271701,0.37442989291013606,0.33772091082160954,0.3529519473901985,0.4076611012298441,0.40469287634273543,0.15456584478323607,0.1558616182529226,0.1551433107954847,0.15558755254407428,0.2151963736746345,0.14888604149473714,0.09126168517472866,0.09299789582398278,0.13590759482063833,0.13635508613769481,-0.02275975044786947,-0.03401523529100435,-0.06998350473157096,-0.04867181498985305,0.006315567297525004,-0.03735858984809185,-0.1665208463192702,-0.1574104507581679,-0.057837670642185326,-0.10721121636838374,0.1834135505368382,0.1910403554239171,0.16427249166975194,0.20270270270270271,0.24646427249166977,0.17234357645316548,0.10099962976675306,0.11436504998148833,0.16390225842280634,0.1768604220659015,0.1361883850053437,0.11785399649770889,0.13075775433070005,0.1431783118079989,0.19933635159706062,0.12847762725777395,0.08523730618044452,0.0872648989009196,0.1170113011292114,0.10999675602781656,0.06038465122597275,0.05371845981736464,0.06993165409945415,0.07407880373966769,0.11440467075734113,0.05348774158116435,0.04352829024970799,0.042681050979494234,0.04858769635325904,0.05252461387988091,0.17163643095149944,0.1255302688734978,0.06133276326833069,0.1441763003502134,-0.06954535120988718,0.3957810699537089
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",dermatology,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.3060348019252128,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.07809941520467836,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.02154434690031885,0.3060348019252128,0.07809941520467835,0.021544346900318846,0.16666666666666669,0.0,0.16666666666666669
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland,0.2251770595157181,0.2615671239935726,0.25371967776533466,0.22276857086960752,0.21294054493401418,0.26590093230548534,0.2666574568107888,0.2352640767658495,0.26314515129576516,0.2267489369721581,0.1834848484848485,0.18597402597402599,0.2003354978354978,0.17120670995670997,0.12992424242424244,0.21268939393939396,0.19268939393939394,0.17992424242424243,0.19712121212121209,0.1706439393939394,-0.0528216984666305,-0.07048500527551137,-0.012857100066843916,-0.08423021865459138,-0.20328522596663134,0.035198873349607564,-0.01675126046490777,-0.06840762042669006,-0.01058417368376979,-0.10486745985383208,0.36005464480874316,0.3336065573770492,0.4127868852459017,0.333224043715847,0.2737158469945355,0.4387431693989071,0.3965573770491803,0.3431147540983607,0.3701639344262295,0.35737704918032787,0.1380334634580159,0.15040257910342994,0.16039593892502788,0.137486376041087,0.10839674871839203,0.17555845574868717,0.1568471724921853,0.14151658062833872,0.1527918222238695,0.13011874436719123,0.04078379687608944,0.05109282097157299,0.04723602344717516,0.04381536758719588,0.03801948847546381,0.047181208994195686,0.0450311958135949,0.0437602119307657,0.04552262681819003,0.0389948995652731,0.3619344262295082,0.1451547881706225,0.044143764047951665,0.18239935064935064,-0.05890908895098007,0.2433889531228294
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.5412568306010928,0.14046850287965149,0.025118864315095808,0.19999999999999998,0.0,0.2
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland,0.2477131941892389,0.2479236790408636,0.2620493079403102,0.30193437931569395,0.26217856122660876,0.27282721463392867,0.28316439437146723,0.23662320360589845,0.23272042275509935,0.2760381896777439,0.15878246753246755,0.2041829004329004,0.19029761904761905,0.17207792207792208,0.18738636363636366,0.21409632034632034,0.18125,0.14859848484848484,0.1590151515151515,0.1877435064935065,-0.1336516015280269,-0.018506796829453453,-0.05235922314029098,-0.05750553311546998,-0.02187911949839552,0.054232767247667436,-0.06277382405977741,-0.15453988413926417,-0.133177865007737,-0.031265381769795,0.266775956284153,0.4058469945355192,0.26650273224043713,0.35601092896174863,0.3303825136612022,0.36901639344262294,0.27393442622950814,0.21775956284153003,0.2537158469945355,0.25016393442622953,0.12208729571665045,0.16017602676575607,0.13569408816320214,0.14665677649687298,0.14958982246228875,0.17800012454904918,0.1456636712636549,0.10571285290005772,0.12427481829572351,0.13876146292050268,0.051110373434147406,0.053025362327822644,0.05548487381070042,0.04794755345306144,0.051421611334615244,0.06038427533565595,0.05258970624712543,0.04788428006802883,0.052146345839370875,0.06441251063635249,0.2990109289617486,0.14066169395337585,0.05364068924868807,0.18034307359307358,-0.061142646184054295,0.26231725467568534
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.5412568306010928,0.14046850287965149,0.025118864315095808,0.19999999999999998,0.0,0.2
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",cleveland,0.2170564594795005,0.24118874927166525,0.22101037206259436,0.26758251014835704,0.25383244624497986,0.2740411348665887,0.2703529524770059,0.2696101744205895,0.26351296446746664,0.23971612515086899,0.16147727272727272,0.19478354978354978,0.18444805194805197,0.18244588744588744,0.1698755411255411,0.19550865800865802,0.2158008658008658,0.19260281385281386,0.1707521645021645,0.13792748917748915,-0.09045476193705278,-0.0235589637612412,-0.0630604197663888,-0.0329476054189297,-0.07266894177137223,-0.010521476425046607,-0.0024146769731251726,-0.04920021870970528,-0.04867302815527969,-0.06659537137152312,0.22103825136612026,0.16497267759562842,0.18136612021857923,0.17486338797814205,0.1881967213114754,0.2014754098360656,0.19524590163934427,0.21065573770491802,0.2041530054644809,0.20726775956284155,0.14134814021404418,0.13300883355237256,0.13606514681410034,0.1355715147981568,0.1251935757850388,0.158222199284285,0.1549834083368157,0.14486941765331104,0.13649401493404723,0.1250320259849133,0.0774162989973134,0.09436073833157776,0.09362431225607144,0.08981308128320796,0.061035575485424806,0.10731347055987872,0.0981186556260484,0.08734464484636681,0.07398345099018835,0.062382426774592846,0.19492349726775957,0.1390788277357085,0.08453926551506705,0.1805622294372294,-0.04600954642896645,0.2517903888589617
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",cleveland,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.5412568306010928,0.14046850287965149,0.025118864315095808,0.19999999999999998,0.0,0.2
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland,0.2359926900290436,0.2766916339728277,0.2555394691854069,0.2791641437802309,0.21663489804942765,0.23328963528855828,0.26162306179706935,0.22312675040792654,0.23097489053437692,0.2501015465503492,0.22015151515151515,0.20666666666666664,0.1902651515151515,0.17477272727272727,0.16776515151515153,0.13598484848484851,0.22083333333333335,0.16761363636363638,0.1822348484848485,0.18700757575757576,0.0480744455823486,0.008367947646582757,-0.01416704201190821,-0.05618885880330839,-0.09820223556963116,-0.19877434425767423,0.056928519594727334,-0.10258167930461196,-0.05662376523754318,-0.025247020639254436,0.41885245901639345,0.4219672131147541,0.39693989071038255,0.3557377049180328,0.34306010928961755,0.23781420765027322,0.4020765027322405,0.32311475409836066,0.38907103825136613,0.3756284153005465,0.17604204274228144,0.16372940948801007,0.15436389865812766,0.13385463484302645,0.1287024542886105,0.10400127253283861,0.17010291125701021,0.12505138384819842,0.14301423394088236,0.15334482739226932,0.04878142210335449,0.04382374136712508,0.0444074798960336,0.03978378444884606,0.0377718066831865,0.04008545102491828,0.04714532173665843,0.039574850727364365,0.03990790991272369,0.04501202879139317,0.3664262295081967,0.1452207068991255,0.04262937966916037,0.18532954545454547,-0.043841403300027296,0.24631387195952176
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.5412568306010928,0.14046850287965149,0.025118864315095808,0.19999999999999998,0.0,0.2
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland,0.2608748675457929,0.24019930245053098,0.22755119933492676,0.26842353646309014,0.24447680595994167,0.244231160465867,0.30853757957548356,0.2913469168495244,0.24209094838144002,0.2780055494473167,0.1689177489177489,0.19038419913419913,0.15890151515151513,0.18030303030303027,0.14448593073593075,0.13911796536796536,0.2352272727272727,0.19521103896103895,0.1596753246753247,0.16008658008658008,-0.07750065334141237,-0.035925484997155165,-0.13908023445321507,-0.08374440936721739,-0.1287677070515003,-0.16124567411020901,0.0536397888566786,-0.029771084471952907,-0.11833517145869492,-0.07190233072236221,0.2897814207650273,0.38311475409836065,0.2338251366120218,0.32366120218579236,0.3030601092896175,0.31267759562841535,0.42612021857923504,0.36901639344262294,0.31672131147540983,0.3270491803278689,0.14830564684893804,0.1597771388765335,0.11729473406544663,0.1448443854717785,0.11097071386714527,0.11549204386547215,0.20120536979237152,0.15938163071496403,0.13885624924455914,0.13179387435198164,0.0704783263082322,0.050216254591230566,0.058108320393208124,0.05494795189255256,0.03407064518791996,0.04060838319753706,0.07741020725627676,0.0505433388783965,0.056219252403485596,0.043520375002485776,0.32850273224043713,0.14279217870991903,0.05361230551113251,0.17323106060606058,-0.07926329611170406,0.2605737866473914
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland,0.2688736932021058,0.27145489715097704,0.2704368983988485,0.26666256755647455,0.2683606684646606,0.2673991606525257,0.2746423391909703,0.27082746809497266,0.2735813884384749,0.2637400568589376,0.21593073593073595,0.23792207792207792,0.21714285714285714,0.22857142857142856,0.23757575757575755,0.27614718614718614,0.22164502164502164,0.21714285714285714,0.23303571428571432,0.22285714285714286,0.1044795620717978,0.1901791640634788,0.10014799933582083,0.1267024780985345,0.1336418527625782,0.24500674367117936,0.12545761575091535,0.10773300352382827,0.13473279759240794,0.11190643766426427,0.5478688524590163,0.5643169398907103,0.5512021857923497,0.55775956284153,0.5578688524590164,0.5808196721311475,0.5511475409836066,0.5510928961748635,0.5577049180327869,0.5544262295081966,0.16557087155413716,0.1906111997033267,0.167116740969163,0.17579950451681417,0.18522718619591988,0.22753795676683192,0.16964315703763164,0.16392488500416894,0.18198335289218107,0.1708488047477001,0.03338429793479912,0.04186090825315343,0.03570016067663627,0.0355457761627667,0.0395910045613341,0.05499139867521724,0.034685239965886884,0.03344456243763154,0.039010703040228745,0.03697166122481169,0.5574207650273224,0.17982636593878745,0.03851857129324658,0.2307970779220779,0.13799876545348053,0.2695979138008947
GBTClassifier,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",cleveland,0.19307119202675355,0.27023726419883853,0.2784297601760917,0.26158134408175426,0.25544477218184536,0.2615563562327391,0.2644033048055865,0.2333054281995585,0.22944257702534254,0.2541188388761257,0.12453463203463203,0.2118939393939394,0.2205735930735931,0.1816991341991342,0.19596320346320348,0.20669913419913416,0.14833333333333332,0.14584415584415583,0.16156926406926408,0.1359848484848485,-0.1191116209961999,-0.01599227880229778,-0.008282404934043272,-0.07596963767389664,-0.013063219047459565,0.04675995735141422,-0.12074006263316032,-0.09645613947010918,-0.07623329568390462,-0.13246446303046644,0.17120218579234975,0.2814207650273224,0.22136612021857927,0.23759562841530052,0.22803278688524592,0.33759562841530055,0.16524590163934424,0.19562841530054645,0.19191256830601092,0.1285792349726776,0.11466603427005713,0.17182981887677165,0.16753126500220186,0.1395116097147057,0.14491536868007457,0.18915215665127266,0.10700109977808188,0.11326997544187307,0.13964049790688987,0.10799579050183197,0.06624187552612588,0.08900402966914045,0.10234976944118049,0.06698115218793957,0.07609254433176912,0.08734363399076969,0.06251025433504942,0.06075531448779856,0.0849209615295021,0.07828823232116104,0.21585792349726773,0.13955136168237606,0.07744877678204364,0.1733095238095238,-0.061155316492012356,0.25015908378046353
XGBoostWrapper,DiceLoss,"{'alpha': 0.5, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 1e-05}",cleveland,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.14046850287965146,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.025118864315095808,0.5412568306010928,0.14046850287965149,0.025118864315095808,0.19999999999999998,0.0,0.2
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland_v2,0.2990003945255224,0.3134120676787126,0.28961504385508907,0.2999555252077923,0.2724133012132218,0.3030343423421734,0.31840677611690826,0.3504400200193266,0.308314372822368,0.3315155810487158,0.2441105406221685,0.2705904560555723,0.2338983690727877,0.2265912866203564,0.1687405617638176,0.2188255058894594,0.24125453035336758,0.26287186650558747,0.2258192389006342,0.24217381455753548,-0.026303773310149832,0.03026697845544008,-0.06523727306722964,-0.05959528651552419,-0.18550622582120907,-0.09439890544244114,0.0014637157997333338,0.06368474962657181,-0.07015535216905515,-0.03044985367474944,0.4849180327868853,0.4697267759562841,0.329672131147541,0.47846994535519133,0.419344262295082,0.4149180327868853,0.5266120218579234,0.5601639344262296,0.40918032786885244,0.4976502732240437,0.20633924433368453,0.20098495547357498,0.16683701020265457,0.1873120607206506,0.16406868712228145,0.1946814785878515,0.21006059934079507,0.21673677862716664,0.19167237974652498,0.20389224823602353,0.07009295974455348,0.06594072932993028,0.07424759347229362,0.05229206864485403,0.04507545809750162,0.07420465380691091,0.05804483634168778,0.060972930499395714,0.0736796130372058,0.05847544978580286,0.45906557377049173,0.19425854423912076,0.06330262927601361,0.23348761703412868,-0.04362312261186132,0.30861074248298304
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.001}",cleveland_v2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.7227868852459017,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.20976955083751198,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.0316227766016838,0.7227868852459017,0.20976955083751198,0.03162277660168379,0.25,0.0,0.25
GBTClassifier,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland_v2,0.3671866020222584,0.2942533110528283,0.2780089556000585,0.341015724642409,0.3005635585004366,0.29437423999496243,0.3091623423830387,0.39138507374124415,0.33041970497481554,0.3259034084046849,0.2826298701298701,0.2160450015101178,0.22308592570220478,0.26142026578073085,0.2551683781334944,0.19464285714285715,0.19459000302023557,0.2936688311688312,0.23566017316017315,0.24978543743078624,0.07988912699808778,-0.07406833472918826,-0.08953092434704453,0.044461983554618244,0.017424862621858404,-0.12899604418724694,-0.12464278831795361,0.0919313605757997,-0.018021668015619018,-0.021073641849353175,0.5913114754098361,0.43240437158469947,0.4881967213114754,0.6177049180327868,0.7031147540983607,0.5457377049180329,0.5456284153005464,0.6278688524590164,0.5321311475409837,0.5587431693989071,0.24616196334993332,0.16570579008090675,0.19273071805755465,0.2161161366458087,0.2268515683501123,0.17303514150573493,0.178997980280589,0.23975995424563692,0.19879593296321502,0.21450918425332066,0.08879062421519464,0.04834893515007392,0.05118562793037813,0.050621649103727,0.03957818340358767,0.033489006105668274,0.03471234488740889,0.05845161342220033,0.06262142748503538,0.0699087176260538,0.5642841530054644,0.20526643697328123,0.0537708129329328,0.24066967431793013,-0.02226260676960414,0.32322729213167367
XGBoostWrapper,DiceLoss,"{'alpha': 0.25, 'square_denominator': True, 'reduction': 'sum', 'index_label_position': False, 'smooth': 0.0001}",cleveland_v2,0.28373260530650785,0.2961476477935439,0.29533832040814756,0.2888296749107456,0.2994083109792267,0.30014085550117786,0.3026294919338065,0.2899094224151179,0.28776276303464504,0.2784347150766814,0.25,0.26314935064935063,0.25,0.25552325581395346,0.2560064935064935,0.25,0.24659090909090908,0.2559800664451827,0.26314935064935063,0.25,0.0,0.050754565126213326,0.0,0.021850560983720395,0.033838672053202,0.0,-0.018844164722257372,0.03987889593307883,0.0560597409122202,0.02351850630858795,0.7227868852459017,0.7260655737704919,0.7227868852459017,0.7094535519125683,0.7227868852459017,0.7227868852459017,0.7129508196721311,0.7227868852459017,0.726120218579235,0.7227868852459017,0.20976955083751198,0.22753145559941673,0.20976955083751198,0.21876568511579952,0.21952995544940174,0.20976955083751198,0.2080608673641226,0.2211201779518611,0.22672402493484323,0.2105832355346918,0.0316227766016838,0.039836631852062473,0.0316227766016838,0.03891888638657017,0.03752351861374836,0.0316227766016838,0.031512100260417765,0.037521865317702394,0.039836631852062473,0.0316227766016838,0.7211311475409837,0.21616240544626725,0.035164074068929886,0.25403994261552404,0.02070567765947653,0.29223338073596
